"LOCATION_NAME","TSN","LATITUDE","LONGITUDE","PHONE","EFA_ID","ADDRESS","FACILITIES","ACCESSIBILITY","TRANSPORT_MODE"
"Rydal Station","2790128","-33.483565","150.031812","13 22 32","10155052","Bathurst St, Rydal NSW 2790","","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train"
"Rydalmere Station","211610","-33.81007301","151.0290977","02 9848 9243","10101223","Brodie St, Rydalmere NSW 2116","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train"
"Rydalmere Wharf","21151","-33.81799002","151.0437536","","10102029","John St, Rydalmere NSW 2116","Bike lockers | Bike racks | Commuter car park | Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | Stairs | PA system for announcements","Ferry"
"Sandgate Station","230430","-32.87189652","151.7026047","02 4962 9495","10101169","Astra St, Sandgate NSW 2304","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Sawtell Station","24521","-30.359429","153.097419","13 22 32","10155065","Huberts Rd, Toormina NSW 2452","Commuter car park | Wheelchair accessible car space","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train"
"Scarborough Station","251510","-34.26498655","150.9657909","02 4223 5570","10101360","Lawrence Hargrave Dr, Scarborough NSW 2515","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Schofields Station","276220","-33.70447724","150.8738169","02 9851 7244","10101238","Railway Tce, Schofields NSW 2762","Bike racks | Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train, Bus"
"Scone Station","233710","-32.04694089","150.8669023","02 6543 1018","10101193","Susan St, Scone NSW 2337","Commuter car park | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales | Wheelchair accessible car space","This location is wheelchair accessible | PA system for announcements","Train"
"Sefton Station","216210","-33.88523616","151.0112833","02 9379 7702","10101404","Wellington Rd, Sefton NSW 2162","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train"
"Seven Hills Station","214710","-33.77443043","150.9365134","02 9851 7431","10101234","The Centre, Terminus Rd, Seven Hills NSW 2147","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Shellharbour Junction Station","2529218","-34.59128255","150.8447273","","10101446","Piper Dr, Dunmore NSW 2529","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Singleton Station","233010","-32.57177047","151.1651707","02 4962 9268","10101190","Munro St, Singleton NSW 2330","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Train, Bus"
"South Mosman Wharf","20882","-33.84326831","151.2325961","","10102021","Musgrave St, Mosman NSW 2088","Emergency help point | Opal card top up or single trip ticket machine","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Bus, Ferry"
"South Tweed Heads Coach Stop (northbound)","24861","-28.195182","153.543007","","10150100","Minjungbal Dr opp South Tweed Sports Bowling Club, Tweed Heads South NSW 2486","","","Coach, Bus"
"South Tweed Heads Coach Stop (southbound)","24862","-28.195182","153.543007","","10150100","South Tweed Sports Bowling Club, Minjungbal Dr, Tweed Heads South NSW 2486","","","Coach, Bus"
"Spit Junction B-Line","2088243","-33.824148","151.241656","","10114879","Spit Rd, Mosman NSW 2088","Bike racks | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus"
"Springwood Station","277720","-33.6988416","150.5639799","02 4780 3915","10101259","Jerseywold Ave, Springwood NSW 2777","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"St James Station","200050","-33.87069742","151.2118374","02 9224 4751","10101105","Elizabeth St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"St Leonards Station","206520","-33.82238888","151.1941268","02 9379 1046","10101115","The Forum, Herbert St, St Leonards NSW 2065","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"St Marys Station","276010","-33.76225585","150.776029","02 9851 7525","10101249","Cnr Station St & Queen St, St Marys NSW 2760","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"St Peters Station","204410","-33.9073952","151.1802675","02 9563 7412","10101443","King St, St Peters NSW 2044","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Stanmore Station","204810","-33.89454885","151.1640093","02 9752 8994","10101213","Douglas St, Stanmore NSW 2048","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Stanwell Park Station","250840","-34.22658642","150.980938","02 4223 5568","10101358","Railway Cres, Stanwell Park NSW 2508","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train"
"Stockinbingal Coach Stop","27252","-34.500339","147.880771","","10150035","Hibernia St opp Stockinbingal Newsagent, Stockinbingal NSW 2725","","","Coach"
"Strathfield Station","213510","-33.8718105","151.0944271","02 9752 8430","10101206","Albert Rd, Strathfield NSW 2135","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Stuart Town Station","28201","-32.801192","149.07832","13 22 32","10155019","Bell St, Stuart Town NSW 2820","Emergency help point","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train"
"Summer Hill Station","213010","-33.89056077","151.1394451","02 9752 8489","10101210","Carlton Cres, Summer Hill NSW 2130","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Surfers Paradise Coach Stop","42171","-28.002535","153.427978","","10150092","Beach Rd, Surfers Paradise QLD 4217","","","Coach"
"Sutherland Station","223210","-34.03178692","151.0571901","02 9522 1260","10101345","Old Princes Hwy, Sutherland NSW 2232","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Sydenham Station","204420","-33.9143732","151.1666456","02 9563 7764","10101326","Gleeson Ave, Sydenham NSW 2044","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | PA system for announcements","Train, Bus, Taxi"
"Sydney Olympic Park Wharf","21271","-33.82220671","151.079094","","10102030","Hill Rd, Sydney Olympic Park NSW 2127","Bike racks | Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Bus, Ferry"
"Tahmoor Station","257310","-34.22367667","150.5899106","02 4681 8218","10101302","George St, Tahmoor NSW 2573","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","This location is wheelchair accessible | Level crossing | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train, Taxi"
"Tallong Station","257950","-34.7183306","150.0865057","02 4868 1115","10101313","Highland Way, Tallong NSW 2579","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Tamworth Station","234012","-31.087262","150.930848","13 22 32","10155009","Marius St, Tamworth NSW 2340","Commuter car park | Payphone | Toilets | Wheelchair accessible car space | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Coach, Taxi"
"Tarago Station","258011","-35.069961","149.651365","13 22 32","10155038","Goulburn St, Tarago NSW 2580","Toilets","PA system for announcements | Short platforms, please see the train guard","Train"
"Tarana Station","27871","-33.524107","149.907594","13 22 32","10155048","Mutton Falls Rd, Tarana NSW 2787","Emergency help point","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train"
"Taree Station","24301","-31.906437","152.456963","13 22 32","10155037","Olympia St, Taree NSW 2430","Commuter car park | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach, Bus, Taxi"
"Taronga Zoo Wharf","20883","-33.8463431","151.2395142","","10102022","Athol Wharf Rd, Mosman NSW 2088","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | PA system for announcements","Bus, Ferry"
"Tarro Station","232220","-32.80930922","151.6699415","02 4962 9944","10101171","Woodberry Rd, Tarro NSW 2322","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Tascott Station","225020","-33.45135695","151.318056","02 4349 9230","10101137","Glenrock Pde, Tascott NSW 2250","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last car's rear door","Train, Bus"
"Taverner's Hill Light Rail","2040107","-33.88930105","151.1452209","","10101457","Parramatta Rd, Leichhardt NSW 2040","Bike racks | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Hearing loop | Level crossing | Lift | Stairs | Tactile surfaces | PA system for announcements","Light rail"
"Tea Gardens Coach Stop","2324157","-32.667557","152.160429","","10150066","Myall St at Maxwell St, Tea Gardens NSW 2324","","","Coach"
"Tea Gardens turnoff Coach Stop","2324156","-32.614733","152.079757","","10150013","The Rock Roadhouse, Pacific Hwy, North Arm Cove NSW 2324","","","Coach"
"Telarah Station","232030","-32.72391026","151.5396348","02 4962 9476","10101179","Johnson St, Telarah NSW 2320","Bike racks | Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Train, Bus"
"Telopea Station","211710","-33.79367445","151.041563","02 9872 1471","10101225","Adderton Rd, Telopea NSW 2117","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets","Level crossing | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Temora Coach Stop","26662","-34.446853","147.534099","","10150220","Loftus St at Hoskins St, Temora NSW 2666","","","Coach"
"Tempe Station","204430","-33.92450473","151.1565073","02 9563 7417","10101327","Griffiths St, Tempe NSW 2044","Bike racks | Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train"
"Tenterfield Coach Stop","23721","-29.05551","152.019563","","10150027","Manners St opposite Telegraph Hotel, Tenterfield NSW 2372","","","Coach"
"Teralba Station","228420","-32.96271245","151.6034578","02 4962 9437","10101153","William St, Teralba NSW 2284","Commuter car park | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"The Rock Station","26551","-35.271764","147.118301","13 22 32","10155035","Olympic Hwy, The Rock NSW 2655","Emergency help point | Toilets","Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train"
"The Star Light Rail","200941","-33.8673489","151.1952012","","10101437","Pirrama Rd, Pyrmont NSW 2009","Emergency help point | Opal card top up or single trip ticket machine | Toilets","This location is wheelchair accessible | Level crossing | Lift | Stairs | Tactile surfaces | PA system for announcements","Light rail"
"Thirroul Station","251550","-34.3184244","150.9186524","02 4223 5576","10101364","Railway Pde, Thirroul NSW 2515","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Thornleigh Station","212010","-33.7318712","151.078281","02 9847 8474","10101195","Railway Pde, Thornleigh NSW 2120","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Thornton Station","232240","-32.78359464","151.6398308","02 4962 9929","10101173","Karuah St, Thornton NSW 2322","Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Tingha Coach Stop","23692","-29.955875","151.21195","","10150213","Opal St opp Tingha Police Station, Tingha NSW 2369","","","Coach"
"Toongabbie Station","214610","-33.787263","150.9514373","02 9851 7204","10101233","Wentworth Ave, Toongabbie NSW 2146","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Town Hall Station","200070","-33.87359633","151.2068993","02 9379 4110","10101101","George St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Towradgi Station","251830","-34.38468632","150.9012389","02 4223 5581","10101369","Towradgi Rd, Towradgi NSW 2518","Bike lockers | Bike racks | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible toilet","This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Tuggerah Station","225910","-33.30808648","151.4201526","02 4352 1450","10101144","Pacific Hwy, Tuggerah NSW 2259","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","This location is wheelchair accessible | Hearing loop | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Tumbarumba Coach Stop","26531","-35.775782","148.009214","","10150349","Hammond St after Albury St, Tumbarumba NSW 2653","","","Coach"
"Tumut Coach Stop","27201","-35.301369","148.222665","","10150163","Russell St at Wynyard St, Tumut NSW 2720","","","Coach"
"Tuncurry Coach Stop","2428133","-32.174518","152.499505","","10155924","Beach St at Manning St, Tuncurry NSW 2428","","","Coach, Bus"
"Turramurra Station","207410","-33.73218221","151.1282818","02 9847 8464","10101123","Rohini St, Turramurra NSW 2074","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Turrella Station","220530","-33.92995296","151.139909","02 9563 7768","10101409","Hannan St, Turrella NSW 2205","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Unanderra Station","252610","-34.45442878","150.8462629","02 4223 5640","10101378","Central Rd, Unanderra NSW 2526","Bike lockers | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Uralla Station","235813","-30.644076","151.505202","13 22 32","10155021","Duke St, Uralla NSW 2358","Commuter car park | Emergency help point | Wheelchair accessible car space","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train"
"Urunga Station","24551","-30.499656","153.018678","13 22 32","10155064","Orana St, Urunga NSW 2455","Commuter car park | Emergency help point | Toilets | Wheelchair accessible toilet","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train"
"Valley Heights Station","277710","-33.70446573","150.583813","02 4780 3105","10101258","Great Western Hwy, Valley Heights NSW 2777","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Victoria Street Station","232320","-32.75095775","151.5938259","02 4962 9240","10101175","Victoria St, East Maitland NSW 2323","Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Villawood Station","216320","-33.88090168","150.9760479","02 9765 1268","10101407","River Ave, Villawood NSW 2163","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Vineyard Station","276520","-33.65050415","150.8512458","02 9851 7245","10101240","Cnr Riverstone Pde & Bandon Rd, Vineyard NSW 2765","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train"
"Wagga Wagga Station","26501","-35.120418","147.36845","13 22 32","10155042","Station Pl, Turvey Park NSW 2650","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Coach, Taxi"
"Wahroonga Station","207610","-33.7174292","151.1168923","02 9847 8463","10101125","Redleaf Ave, Wahroonga NSW 2076","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Waitara Station","207710","-33.70999326","151.1043411","02 9847 8468","10101126","Alexandria Pde, Waitara NSW 2077","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Walcha Coach Stop","23543","-30.98538","151.591012","","10150320","Mchatton Park, South St, Walcha NSW 2354","","","Coach"
"Walcha Road Station","23541","-30.940998","151.40217","13 22 32","10155016","Wollun Rd, Walcha Road NSW 2354","Emergency help point","Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train, Coach"
"Walgett Coach Stop","28321","-30.023677","148.117659","","10150331","Gray Park, Euroka St, Walgett NSW 2832","","","Coach"
"Wallarobba Station","242020","-32.49613996","151.6956798","02 4932 8409","10101184","Brookfield Rd, Wallarobba NSW 2420","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Warabrook Station","230420","-32.88705464","151.7098902","02 4968 1487","10101168","Warabrook Bvd, Warabrook NSW 2304","Commuter car park | Emergency help point | Opal card top up or single trip ticket machine | Wheelchair accessible car space","This location is wheelchair accessible | Lift | Stairs | Tactile surfaces | PA system for announcements","Train"
"Waratah Mills Light Rail","220368","-33.89877075","151.1401223","","10101459","Weston St, Dulwich Hill NSW 2203","Bike racks | Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Hearing loop | Level crossing | Tactile surfaces | PA system for announcements","Light rail"
"Waratah Station","230410","-32.90276555","151.7316708","02 4962 9495","10101167","Station St, Waratah NSW 2304","Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Warialda Coach Stop","24022","-29.542141","150.570258","","10150334","Warialda Visitor Information Centre, Geddes St, Warialda NSW 2402","","","Coach"
"Warialda Rail Coach Stop","24023","-29.581643","150.537189","","10150332","Alan Cunningham Rd at Kellys Gully Rd, Warialda Rail NSW 2402","","","Coach"
"Warnervale Station","225930","-33.24755931","151.4485623","02 4353 1915","10101146","Railway Rd, Warnervale NSW 2259","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Warrawee Station","207420","-33.72428546","151.1217568","02 9847 8459","10101124","Heydon Ave, Warrawee NSW 2074","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Warriewood B-Line","210143","-33.696788","151.301419","","10115716","Pittwater Rd, Warriewood NSW 2101","Bike shed | Commuter car park | Toilets | Wheelchair accessible toilet | Wheelchair accessible car space | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus"
"Warrimoo Station","277420","-33.72119644","150.6019792","02 4780 3808","10101257","Railway Pde, Warrimoo NSW 2774","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Warringah Mall","2100145","-33.767001","151.269114","","10115575","Pittwater Rd, Brookvale NSW 2100","Bike racks | Bike shed | Commuter car park | Wheelchair accessible car space | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus, Taxi"
"Warwick Farm Station","217010","-33.91344996","150.9350364","02 9765 1127","10101288","Remembrance Ave, Warwick Farm NSW 2170","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Waterfall Station","223330","-34.13438522","150.9945115","02 9548 3725","10101355","Kooraban St, Waterfall NSW 2233","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Hearing loop | Lift | PA system for announcements","Train, Bus"
"Watsons Bay Wharf","20301","-33.84343945","151.28104","","10102005","Military Rd, Watsons Bay NSW 2030","Bike racks | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Bus, Ferry"
"Wauchope Station","24461","-31.455909","152.736526","13 22 32","10155043","Randall St, Wauchope NSW 2446","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach, Bus, Taxi"
"Waverton Station","206020","-33.83824525","151.1978555","02 9379 1997","10101113","Bay Rd, Waverton NSW 2060","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Wee Waa Coach Stop (northbound)","238821","-30.224778","149.444857","","10150215","Wee Waa Library, Rose St, Wee Waa NSW 2388","","","Coach"
"Wee Waa Coach Stop (southbound)","23881","-30.224656","149.444831","","10150214","Rose St opp Wee Waa Library, Wee Waa NSW 2388","","","Coach"
"Wellington Station","28202","-32.554036","148.946832","13 22 32","10155017","Swift St, Wellington NSW 2820","Commuter car park | Toilets | Wheelchair accessible car space | Baby change table","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach"
